Air Temperature,Humidity,Wind Speed,Solar Radiation,temp_difference,temp_humidity,wind_ratio,wind_solar,air_temp_rolling_24h,humidity_rolling_24h,wind_speed_rolling_7h,solar_radiation_7h
4.7,78,0.5,13.0,1.5,366.6,0.19,6.5,4.91,85.79,1.84,97.71
4.8,75,1.1,0.0,1.8,360.0,0.32,0.0,5.0,85.5,1.7,81.14
5.0,73,0.7,0.0,1.9,365.0,0.2,0.0,5.08,85.08,1.37,64.57
5.0,73,0.5,0.0,2.0,365.0,0.21,0.0,5.15,84.67,1.11,46.43
4.8,74,1.0,0.0,1.8,355.2,0.27,0.0,5.21,84.21,0.9,25.43
4.7,74,1.5,0.0,1.8,347.8,0.48,0.0,5.25,83.75,0.86,10.29
3.7,77,2.1,0.0,1.6,284.9,0.55,0.0,5.25,83.42,1.06,1.86
2.9,76,3.3,0.0,1.6,220.4,0.59,0.0,5.21,82.88,1.46,0.0
2.3,78,2.9,1.0,1.4,179.4,0.59,2.9,5.14,82.33,1.71,0.14
1.8,82,3.3,1.0,1.1,147.6,0.57,3.3,5.06,81.92,2.09,0.29
1.6,86,3.2,1.0,0.9,137.6,0.62,3.2,4.97,81.71,2.47,0.43
2.1,88,3.8,1.0,0.8,184.8,0.7,3.8,4.89,81.54,2.87,0.57
1.9,88,5.1,0.0,0.7,167.2,0.72,0.0,4.76,81.42,3.39,0.57
1.8,86,4.9,1.0,0.9,154.8,0.68,4.9,4.59,81.25,3.79,0.71
1.7,82,5.7,12.0,1.1,139.4,0.74,68.4,4.4,80.96,4.13,2.43
1.7,84,5.2,30.0,1.0,142.8,0.74,156.0,4.17,80.75,4.46,6.57
1.8,86,3.6,106.0,0.9,154.8,0.68,381.6,3.94,80.58,4.5,21.57
1.8,87,4.1,160.0,0.8,156.6,0.61,656.0,3.7,80.54,4.63,44.29
22.2,45,87.0,446.0,7.4,999.0,0.99,38802.0,6.48,68.75,16.99,205.29
1.8,88,4.4,148.0,0.7,158.4,0.65,651.2,3.49,80.71,4.71,65.29
2.2,88,2.5,138.0,0.8,193.6,0.57,345.0,3.33,80.88,4.34,85.0
2.3,89,1.5,86.0,0.7,204.7,0.48,129.0,3.19,81.21,3.86,97.14
3.1,88,3.2,84.0,0.7,272.8,0.48,268.8,3.08,81.54,3.5,107.43
3.9,87,2.9,32.0,0.9,339.3,0.48,92.8,3.0,81.92,3.17,107.71
3.9,90,3.1,5.0,0.7,351.0,0.39,15.5,2.97,82.38,3.1,93.29
4.0,91,3.3,1.0,0.6,364.0,0.43,3.3,2.94,82.92,2.99,70.57
4.3,91,2.4,1.0,0.7,391.3,0.34,2.4,2.92,83.58,2.7,49.57
4.5,92,4.2,0.0,0.5,414.0,0.62,0.0,2.9,84.38,2.94,29.86
5.9,93,3.9,0.0,0.6,548.7,0.46,0.0,2.94,85.21,3.29,17.57
5.9,92,4.2,0.0,0.6,542.8,0.57,0.0,2.98,85.96,3.43,5.57
8.1,92,3.1,0.0,0.7,745.2,0.53,0.0,3.12,86.71,3.46,1.0
5.1,82,4.1,0.0,1.3,418.2,0.33,0.0,3.18,86.92,3.6,0.29
3.6,74,3.1,0.0,1.8,266.4,0.38,0.0,3.21,86.83,3.57,0.14
2.7,72,3.7,0.0,1.9,194.4,0.39,0.0,3.23,86.58,3.76,0.0
2.6,71,3.2,1.0,1.9,184.6,0.35,3.2,3.26,86.12,3.61,0.14
2.3,69,3.8,1.0,1.9,158.7,0.43,3.8,3.29,85.42,3.6,0.29
2.6,66,3.8,12.0,2.2,171.6,0.36,45.6,3.31,84.5,3.54,2.0
2.8,69,3.5,83.0,2.0,193.2,0.4,290.5,3.35,83.71,3.6,13.86
3.4,63,2.7,458.0,2.6,214.2,0.36,1236.6,3.42,82.75,3.4,79.29
3.9,58,3.3,191.0,2.9,226.2,0.4,630.3,3.51,81.75,3.43,106.57
4.5,53,1.8,591.0,3.4,238.5,0.26,1063.8,3.62,80.46,3.16,191.0
5.3,47,2.0,510.0,3.9,249.1,0.3,1020.0,3.77,78.83,2.99,263.71
6.8,41,1.7,576.0,4.7,278.8,0.24,979.2,3.98,76.92,2.69,345.86
6.9,39,2.2,45.0,5.0,269.1,0.29,99.0,4.19,74.88,2.46,350.57
7.1,38,1.7,34.0,5.1,269.8,0.22,57.8,4.4,72.79,2.2,343.57
7.3,40,1.3,23.0,4.9,292.0,0.22,29.9,4.6,70.75,2.0,281.43
7.6,40,2.5,14.0,5.0,304.0,0.38,35.0,4.79,68.75,1.89,256.14
7.6,41,3.4,0.0,4.9,311.6,0.4,0.0,4.95,66.83,2.11,171.71
7.0,45,1.7,0.0,4.4,315.0,0.26,0.0,5.08,64.96,2.07,98.86
6.7,49,3.3,0.0,4.0,328.3,0.44,0.0,5.19,63.21,2.3,16.57
6.2,52,2.6,0.0,3.7,322.4,0.43,0.0,5.27,61.58,2.36,10.14
5.8,54,3.0,0.0,3.5,313.2,0.38,0.0,5.32,60.0,2.54,5.29
5.3,54,2.6,0.0,3.4,286.2,0.36,0.0,5.3,58.38,2.73,2.0
4.9,53,2.5,0.0,3.4,259.7,0.4,0.0,5.25,56.75,2.73,0.0
4.1,57,1.6,1.0,3.0,233.7,0.35,1.6,5.09,55.29,2.47,0.14
4.0,58,2.6,1.0,2.9,232.0,0.39,2.6,5.04,54.29,2.6,0.29
3.6,60,2.3,1.0,2.8,216.0,0.52,2.3,5.04,53.71,2.46,0.43
3.6,60,1.5,1.0,2.8,216.0,0.38,1.5,5.08,53.21,2.3,0.57
3.6,59,1.0,1.0,2.8,212.4,0.28,1.0,5.12,52.71,2.01,0.71
3.9,57,2.1,1.0,3.0,222.3,0.38,2.1,5.19,52.21,1.94,0.86
2.7,71,1.6,81.0,1.8,191.7,0.52,129.6,5.19,52.42,1.81,12.43
5.2,60,1.1,246.0,2.9,312.0,0.39,270.6,5.29,52.04,1.74,47.43
5.6,57,0.7,400.0,3.1,319.2,0.35,280.0,5.38,51.79,1.47,104.43
7.9,49,1.1,451.0,4.3,387.1,0.31,496.1,5.55,51.42,1.3,168.71
9.6,43,1.3,592.0,5.1,412.8,0.37,769.6,5.76,51.0,1.27,253.14
10.7,39,1.0,504.0,5.7,417.3,0.3,504.0,5.99,50.67,1.27,325.0
10.9,39,1.9,570.0,5.8,425.1,0.33,1083.0,6.16,50.58,1.24,406.29
11.5,33,0.8,30.0,6.5,379.5,0.12,24.0,6.35,50.33,1.13,399.0
11.9,36,2.5,30.0,6.2,428.4,0.42,75.0,6.55,50.25,1.33,368.14
12.3,35,2.7,26.0,6.5,430.5,0.36,70.2,6.76,50.04,1.61,314.71
12.4,37,2.2,14.0,6.3,458.8,0.33,30.8,6.96,49.92,1.77,252.29
11.8,39,1.4,0.0,6.0,460.2,0.33,0.0,7.13,49.83,1.79,167.71
11.1,42,0.6,0.0,5.5,466.2,0.29,0.0,7.3,49.71,1.73,95.71
11.4,44,2.4,0.0,5.3,501.6,0.39,0.0,7.5,49.5,1.8,14.29
10.5,49,2.2,0.0,4.7,514.5,0.37,0.0,7.68,49.38,2.0,10.0
10.3,53,2.4,0.0,4.2,545.9,0.44,0.0,7.87,49.33,1.99,5.71
10.0,52,2.2,0.0,4.3,520.0,0.33,0.0,8.06,49.25,1.91,2.0
9.5,49,1.2,0.0,4.5,465.5,0.29,0.0,8.25,49.08,1.77,0.0
9.3,48,2.8,0.0,4.6,446.4,0.47,0.0,8.47,48.71,1.97,0.0
9.3,47,3.6,0.0,4.7,437.1,0.36,0.0,8.69,48.25,2.4,0.0
9.1,46,3.1,0.0,4.7,418.6,0.35,0.0,8.92,47.67,2.5,0.0
9.5,44,4.0,0.0,4.9,418.0,0.38,0.0,9.17,47.0,2.76,0.0
8.9,44,1.9,0.0,4.9,391.6,0.35,0.0,9.39,46.38,2.69,0.0
9.2,45,2.0,74.0,4.8,414.0,0.37,148.0,9.61,45.88,2.66,10.57
9.4,46,1.3,105.0,4.8,432.4,0.24,136.5,9.89,44.83,2.67,25.57
10.3,44,4.1,153.0,5.1,453.2,0.42,627.3,10.1,44.17,2.86,47.43
11.7,43,3.4,364.0,5.5,503.1,0.45,1237.6,10.35,43.58,2.83,99.43
13.9,42,1.6,586.0,6.1,583.8,0.27,937.6,10.6,43.29,2.61,183.14
15.5,40,1.5,471.0,6.6,620.0,0.37,706.5,10.85,43.17,2.26,250.43
16.5,38,1.9,516.0,7.1,627.0,0.3,980.4,11.09,43.12,2.26,324.14
15.6,42,1.0,76.0,6.4,655.2,0.32,76.0,11.29,43.25,2.11,324.43
16.0,43,1.2,56.0,6.5,688.0,0.29,67.2,11.48,43.67,2.1,317.43
15.5,42,1.3,23.0,6.5,651.0,0.37,29.9,11.62,43.92,1.7,298.86
14.7,44,1.2,23.0,6.0,646.8,0.24,27.6,11.72,44.29,1.39,250.14
14.3,45,1.3,23.0,5.9,643.5,0.43,29.9,11.8,44.62,1.34,169.71
13.8,46,1.8,23.0,5.6,634.8,0.43,41.4,11.89,44.92,1.39,105.71
13.0,49,0.6,0.0,5.1,637.0,0.26,0.0,11.97,45.21,1.2,32.0
13.0,48,2.1,0.0,5.2,624.0,0.33,0.0,12.03,45.38,1.36,21.14
13.0,48,2.1,0.0,5.3,624.0,0.34,0.0,12.14,45.33,1.49,13.14
12.6,50,4.6,0.0,5.0,630.0,0.42,0.0,12.23,45.21,1.96,9.86
12.5,52,3.5,0.0,4.7,650.0,0.41,0.0,12.34,45.21,2.29,6.57
12.2,53,2.0,0.0,4.5,646.6,0.36,0.0,12.45,45.38,2.39,3.29
12.4,55,2.8,0.0,4.4,682.0,0.35,0.0,12.58,45.67,2.53,0.0
12.6,56,3.3,0.0,4.3,705.6,0.43,0.0,12.72,46.04,2.91,0.0
12.6,58,2.8,0.0,4.1,730.8,0.45,0.0,12.86,46.54,3.01,0.0
12.1,63,2.5,11.0,3.5,762.3,0.38,27.5,12.97,47.33,3.07,1.57
12.5,65,3.6,172.0,3.4,812.5,0.41,619.2,13.12,48.21,2.93,26.14
13.3,67,1.9,147.0,3.3,891.1,0.32,279.3,13.29,49.12,2.7,47.14
14.3,65,1.7,464.0,3.6,929.5,0.41,788.8,13.5,49.92,2.66,113.43
14.9,62,1.7,223.0,4.0,923.8,0.41,379.1,13.69,50.67,2.5,145.29
9.7,72,0.9,306.0,2.5,698.4,0.31,275.4,13.6,51.88,2.16,189.0
6.7,79,1.9,98.0,1.6,529.3,0.51,186.2,13.3,53.42,2.03,203.0
3.9,85,4.1,103.0,1.0,331.5,0.59,422.3,12.82,55.29,2.26,216.14
2.4,92,5.1,62.0,0.5,220.8,0.71,316.2,12.23,57.54,2.47,200.43
2.9,93,4.3,23.0,0.4,269.7,0.66,98.9,11.7,59.67,2.81,182.71
2.6,94,5.5,3.0,0.4,244.4,0.74,16.5,11.15,61.79,3.36,116.86
2.4,95,5.7,0.0,0.3,228.0,0.66,0.0,10.6,64.0,3.93,85.0
2.4,95,4.3,1.0,0.3,228.0,0.62,4.3,10.09,66.12,4.41,41.43
2.5,96,2.6,1.0,0.3,240.0,0.47,2.6,9.6,68.25,4.51,27.57
2.4,96,2.0,1.0,0.3,230.4,0.38,2.0,9.12,70.33,4.21,13.0
2.5,96,1.2,1.0,0.3,240.0,0.43,1.2,8.68,72.29,3.66,4.29
2.9,96,1.8,0.0,0.3,278.4,0.44,0.0,8.26,74.29,3.3,1.0
3.7,89,2.5,1.0,0.8,329.3,0.49,2.5,7.88,76.0,2.87,0.71
4.0,86,2.9,0.0,0.9,344.0,0.56,0.0,7.52,77.5,2.47,0.71
3.7,88,0.8,0.0,0.8,325.6,0.24,0.0,7.15,79.0,1.97,0.57
3.6,91,1.7,1.0,0.6,327.6,0.52,1.7,6.79,80.58,1.84,0.57
3.7,92,2.3,0.0,0.5,340.4,0.37,0.0,6.43,82.12,1.89,0.43
3.5,92,2.6,0.0,0.5,322.0,0.32,0.0,6.05,83.62,2.09,0.29
3.3,93,5.1,0.0,0.4,306.9,0.52,0.0,5.66,85.08,2.56,0.29
3.3,93,5.1,3.0,0.4,306.9,0.52,15.3,5.3,86.33,2.93,0.57
3.1,92,6.4,4.0,0.6,285.2,0.62,25.6,4.9,87.46,3.43,1.14
3.0,92,5.8,18.0,0.6,276.0,0.63,104.4,4.48,88.5,4.14,3.71
3.0,91,5.1,41.0,0.6,273.0,0.57,209.1,4.0,89.58,4.63,9.43
3.1,87,5.7,50.0,0.9,269.7,0.59,285.0,3.51,90.62,5.11,16.57
2.8,87,4.8,122.0,0.8,243.6,0.47,585.6,3.22,91.25,5.43,34.0
2.3,87,7.3,172.0,0.8,200.1,0.61,1255.6,3.04,91.58,5.74,58.57
1.9,83,9.5,165.0,1.0,157.7,0.75,1567.5,2.96,91.5,6.37,81.71
2.6,79,3.7,50.0,1.4,205.4,0.47,185.0,2.97,90.96,5.99,88.29
2.9,75,4.0,102.0,1.6,217.5,0.51,408.0,2.97,90.21,5.73,100.29
2.7,78,3.8,34.0,1.4,210.6,0.48,129.2,2.97,89.54,5.54,99.29
2.9,77,2.8,1.0,1.5,223.3,0.42,2.8,2.99,88.79,5.13,92.29
2.7,78,4.1,1.0,1.5,210.6,0.67,4.1,3.0,88.08,5.03,75.0
2.8,80,2.9,1.0,1.3,224.0,0.63,2.9,3.02,87.42,4.4,50.57
2.5,82,1.8,1.0,1.2,205.0,0.55,1.8,3.02,86.83,3.3,27.14
2.5,85,2.3,1.0,0.9,212.5,0.45,2.3,3.02,86.38,3.1,20.14
2.3,84,4.7,1.0,1.0,193.2,0.59,4.7,3.0,85.88,3.2,5.71
2.5,78,3.4,1.0,1.4,195.0,0.47,3.4,2.95,85.42,3.14,1.0
2.2,77,1.7,1.0,1.4,169.4,0.45,1.7,2.87,85.04,2.99,1.0
1.8,77,2.0,1.0,1.4,138.6,0.45,2.0,2.79,84.58,2.69,1.0
1.4,78,1.2,1.0,1.4,109.2,0.24,1.2,2.7,84.04,2.44,1.0
1.7,76,1.3,1.0,1.5,129.2,0.43,1.3,2.62,83.38,2.37,1.0
1.4,77,1.0,1.0,1.4,107.8,0.33,1.0,2.53,82.75,2.19,1.0
1.1,79,0.0,1.0,1.2,86.9,0.0,0.0,2.44,82.17,1.51,1.0
1.5,77,1.2,103.0,1.5,115.5,0.39,123.6,2.36,81.5,1.2,15.57
2.1,72,2.4,283.0,1.8,151.2,0.39,679.2,2.32,80.67,1.3,55.86
2.3,59,3.4,451.0,2.6,135.7,0.5,1533.4,2.29,79.29,1.5,120.14
2.0,65,3.1,568.0,2.2,130.0,0.66,1760.8,2.25,78.21,1.77,201.14
2.3,67,3.1,644.0,2.1,154.1,0.66,1996.4,2.22,77.38,2.03,293.0
2.6,64,2.4,417.0,2.3,166.4,0.6,1000.8,2.21,76.42,2.23,352.43
2.5,64,1.4,615.0,2.3,160.0,0.52,861.0,2.22,75.46,2.43,440.14
2.2,69,1.2,102.0,2.0,151.8,0.43,122.4,2.23,74.88,2.43,440.0
2.7,52,1.4,37.0,3.2,140.4,0.47,51.8,2.23,73.75,2.29,404.86
2.8,59,2.0,23.0,2.7,165.2,0.56,46.0,2.23,73.08,2.09,343.71
2.9,54,2.7,16.0,3.0,156.6,0.59,43.2,2.24,72.08,2.03,264.86
3.0,39,1.3,1.0,4.1,117.0,0.34,1.3,2.24,70.5,1.77,173.0
3.7,40,1.4,1.0,4.1,148.0,0.41,1.4,2.28,68.92,1.63,113.57
4.5,42,1.1,1.0,4.2,189.0,0.35,1.1,2.35,67.33,1.59,25.86
4.1,41,1.2,1.0,4.1,168.1,0.41,1.2,2.42,65.62,1.59,11.43
3.5,47,1.3,1.0,3.7,164.5,0.43,1.3,2.46,64.04,1.57,6.29
3.3,48,1.8,1.0,3.5,158.4,0.47,1.8,2.5,62.54,1.54,3.14
3.1,51,0.9,1.0,3.3,158.1,0.35,0.9,2.53,61.42,1.29,1.0
3.1,57,0.6,1.0,2.8,176.7,0.29,0.6,2.57,60.58,1.19,1.0
3.0,62,0.8,1.0,2.5,186.0,0.36,0.8,2.62,59.96,1.1,1.0
2.7,72,1.6,1.0,1.8,194.4,0.48,1.6,2.67,59.71,1.17,1.0
2.4,78,2.2,1.0,1.4,187.2,0.56,2.2,2.7,59.79,1.31,1.0
2.6,81,2.1,1.0,1.2,210.6,0.52,2.1,2.75,59.96,1.43,1.0
2.3,77,3.3,1.0,1.4,177.1,0.66,3.3,2.8,59.88,1.64,1.0
2.0,73,3.3,34.0,1.7,146.0,0.61,112.2,2.82,59.71,1.99,5.71
2.1,66,3.7,284.0,2.2,138.6,0.65,1050.8,2.82,59.46,2.43,46.14
2.0,65,3.5,454.0,2.2,130.0,0.61,1589.0,2.81,59.71,2.81,110.86
1.5,65,4.0,563.0,2.1,97.5,0.68,2252.0,2.79,59.71,3.16,191.14
1.7,68,2.1,633.0,2.0,115.6,0.44,1329.3,2.76,59.75,3.14,281.43
1.6,71,2.5,363.0,1.7,113.6,0.56,907.5,2.72,60.04,3.2,333.14
1.8,69,2.5,607.0,2.0,124.2,0.51,1517.5,2.69,60.25,3.09,419.71
1.6,67,2.4,32.0,2.0,107.2,0.6,76.8,2.67,60.17,2.96,419.43
1.9,68,3.1,29.0,2.1,129.2,0.58,89.9,2.63,60.83,2.87,383.0
2.1,70,3.2,26.0,1.9,147.0,0.67,83.2,2.6,61.29,2.83,321.86
2.1,71,2.6,18.0,1.8,149.1,0.63,46.8,2.57,62.0,2.63,244.0
2.3,72,1.9,1.0,1.7,165.6,0.56,1.9,2.54,63.38,2.6,153.71
2.5,73,1.2,1.0,1.7,182.5,0.43,1.2,2.49,64.75,2.41,102.0
2.7,75,1.1,1.0,1.5,202.5,0.35,1.1,2.42,66.12,2.21,15.43
2.6,77,2.0,1.0,1.5,200.2,0.36,2.0,2.35,67.62,2.16,11.0
2.7,81,3.2,1.0,1.2,218.7,0.51,3.2,2.32,69.04,2.17,7.0
2.9,76,2.0,1.0,1.6,220.4,0.49,2.0,2.3,70.21,2.0,3.43
2.9,72,2.1,1.0,1.8,208.8,0.4,2.1,2.3,71.08,1.93,1.0
2.6,64,2.3,1.0,2.3,166.4,0.39,2.3,2.28,71.38,1.99,1.0
2.4,63,2.2,1.0,2.4,151.2,0.45,2.2,2.25,71.42,2.13,1.0
2.1,63,1.8,1.0,2.3,132.3,0.37,1.8,2.22,71.04,2.23,1.0
2.2,61,2.5,1.0,2.5,134.2,0.42,2.5,2.22,70.33,2.3,1.0
2.3,58,1.6,106.0,2.7,133.4,0.34,169.6,2.2,69.38,2.07,16.0
2.7,54,3.3,293.0,3.1,145.8,0.48,966.9,2.22,68.42,2.26,57.71
2.5,50,3.2,455.0,3.2,125.0,0.34,1456.0,2.24,67.46,2.41,122.57
2.7,50,1.7,563.0,3.3,135.0,0.27,957.1,2.27,66.79,2.33,202.86
2.6,57,3.7,633.0,2.8,148.2,0.62,2342.1,2.29,66.46,2.54,293.14
2.9,60,3.4,340.0,2.6,174.0,0.63,1156.0,2.35,66.25,2.77,341.57
3.1,65,3.5,607.0,2.3,201.5,0.64,2124.5,2.41,66.12,2.91,428.14
3.4,66,3.1,32.0,2.3,224.4,0.61,99.2,2.48,65.92,3.13,417.57
3.1,68,3.8,29.0,2.1,210.8,0.63,110.2,2.54,65.88,3.2,379.86
3.6,69,3.2,26.0,2.1,248.4,0.58,83.2,2.62,65.96,3.2,318.57
3.6,73,2.6,18.0,1.8,262.8,0.5,46.8,2.69,66.17,3.33,240.71
3.8,75,2.7,1.0,1.7,285.0,0.55,2.7,2.76,66.38,3.19,150.43
4.2,69,2.9,1.0,2.2,289.8,0.51,2.9,2.85,66.29,3.11,102.0
5.0,57,2.7,0.0,3.1,285.0,0.36,0.0,2.96,65.67,3.0,15.29
4.5,62,3.3,0.0,2.6,279.0,0.42,0.0,3.05,65.21,3.03,10.71
3.9,64,2.2,1.0,2.5,249.6,0.38,2.2,3.1,64.75,2.8,6.71
3.6,64,2.8,0.0,2.4,230.4,0.35,0.0,3.14,64.21,2.74,3.0
3.4,54,2.6,1.0,3.1,183.6,0.39,2.6,3.17,63.08,2.74,0.57
2.9,63,3.0,1.0,2.5,182.7,0.36,3.0,3.17,62.54,2.79,0.57
2.6,66,3.8,1.0,2.2,171.6,0.54,3.8,3.15,62.29,2.91,0.57
2.3,64,5.7,1.0,2.3,147.2,0.5,5.7,3.14,62.29,3.34,0.71
2.0,62,4.5,1.0,2.4,124.0,0.53,4.5,3.12,62.25,3.51,0.86
1.7,61,3.2,1.0,2.4,103.7,0.42,3.2,3.11,62.17,3.66,0.86
1.7,58,2.8,1.0,2.6,98.6,0.33,2.8,3.09,62.04,3.66,1.0
1.4,53,2.3,34.0,2.9,74.2,0.35,78.2,3.05,61.83,3.61,5.71
1.4,57,6.4,70.0,2.6,79.8,0.62,448.0,3.0,61.96,4.1,15.57
1.3,63,3.8,121.0,2.3,81.9,0.38,459.8,2.95,62.5,4.1,32.71
1.4,59,2.4,195.0,2.5,82.6,0.35,468.0,2.89,62.88,3.63,60.43
1.7,62,4.3,329.0,2.4,105.4,0.41,1414.7,2.85,63.08,3.6,107.29
2.3,57,4.6,199.0,2.8,131.1,0.52,915.4,2.83,62.96,3.8,135.57
2.7,60,4.8,229.0,2.6,162.0,0.51,1099.2,2.81,62.75,4.09,168.14
3.4,67,6.2,166.0,2.2,227.8,0.63,1029.2,2.81,62.79,4.64,187.0
4.0,57,3.3,35.0,3.0,228.0,0.4,115.5,2.85,62.33,4.2,182.0
3.9,59,2.1,11.0,2.9,230.1,0.3,23.1,2.86,61.92,3.96,166.29
3.8,62,3.3,1.0,2.6,235.6,0.43,3.3,2.87,61.46,4.09,138.57
2.7,72,4.1,1.0,1.9,194.4,0.45,4.1,2.82,61.33,4.06,91.71
2.4,77,1.8,1.0,1.4,184.8,0.38,1.8,2.75,61.67,3.66,63.43
2.2,80,2.9,1.0,1.2,176.0,0.38,2.9,2.63,62.62,3.39,30.86
2.2,84,2.0,1.0,1.0,184.8,0.36,2.0,2.54,63.54,2.79,7.29
2.0,87,2.2,1.0,0.8,174.0,0.29,2.2,2.46,64.5,2.63,2.43
2.0,89,2.5,1.0,0.7,178.0,0.47,2.5,2.39,65.54,2.69,1.0
2.4,87,2.2,1.0,0.8,208.8,0.34,2.2,2.35,66.92,2.53,1.0
2.6,86,1.6,1.0,0.9,223.6,0.38,1.6,2.34,67.88,2.17,1.0
2.8,85,0.9,1.0,1.0,238.0,0.23,0.9,2.35,68.67,2.04,1.0
2.5,81,0.8,1.0,1.2,202.5,0.32,0.8,2.35,69.38,1.74,1.0
2.5,83,2.2,1.0,1.1,207.5,0.54,2.2,2.38,70.25,1.77,1.0
2.8,80,1.6,1.0,1.3,224.0,0.48,1.6,2.42,71.04,1.69,1.0
2.5,86,3.0,14.0,1.0,215.0,0.58,42.0,2.45,72.21,1.76,2.86
2.7,87,3.6,59.0,0.8,234.9,0.6,212.4,2.51,73.62,1.96,11.14
3.1,85,3.3,77.0,1.0,263.5,0.56,254.1,2.58,74.79,2.2,22.0
2.7,84,3.3,146.0,1.0,226.8,0.65,481.8,2.64,75.67,2.54,42.71
2.6,87,2.4,179.0,0.8,226.2,0.37,429.6,2.69,76.83,2.77,68.14
3.0,87,3.1,205.0,0.9,261.0,0.5,635.5,2.74,77.88,2.9,97.29
3.5,82,4.1,149.0,1.2,287.0,0.68,610.9,2.79,78.92,3.26,118.43
3.4,83,1.3,34.0,1.2,282.2,0.37,44.2,2.82,79.88,3.01,121.29
4.6,76,1.5,114.0,1.7,349.6,0.23,171.0,2.87,80.25,2.71,129.14
4.6,72,1.2,103.0,2.1,331.2,0.37,123.6,2.9,80.88,2.41,132.86
4.1,73,1.2,47.0,1.9,299.3,0.37,56.4,2.9,81.46,2.11,118.71
3.2,77,1.1,1.0,1.5,246.4,0.29,1.1,2.88,82.08,1.93,93.29
3.0,75,1.2,1.0,1.7,225.0,0.33,1.2,2.89,82.21,1.66,64.14
1.9,88,3.6,1.0,0.7,167.2,0.51,3.6,2.87,82.67,1.59,43.0
2.1,85,4.4,1.0,0.9,178.5,0.54,4.4,2.87,82.88,2.03,38.29
1.8,85,4.3,1.0,0.9,153.0,0.54,4.3,2.85,82.92,2.43,22.14
1.5,85,6.1,1.0,1.0,127.5,0.57,6.1,2.83,82.83,3.13,7.57
0.7,85,4.3,1.0,0.9,59.5,0.52,4.3,2.78,82.67,3.57,1.0
0.1,84,3.9,1.0,0.9,8.4,0.53,3.9,2.68,82.54,3.97,1.0
-0.2,78,2.2,1.0,1.2,-15.6,0.42,2.2,2.56,82.21,4.11,1.0
-0.5,74,2.0,1.0,1.4,-37.0,0.36,2.0,2.43,81.75,3.89,1.0
-1.3,75,2.1,1.0,1.4,-97.5,0.37,2.1,2.27,81.5,3.56,1.0
-1.8,75,2.1,1.0,1.3,-135.0,0.52,2.1,2.09,81.17,3.24,1.0
-2.1,73,1.4,2.0,1.4,-153.3,0.34,2.8,1.88,80.88,2.57,1.14
-2.2,72,2.3,129.0,1.5,-158.4,0.5,296.7,1.69,80.29,2.29,19.43
-1.5,66,1.3,55.0,1.8,-99.0,0.33,71.5,1.51,79.42,1.91,27.14
-0.8,63,2.9,595.0,2.1,-50.4,0.45,1725.5,1.35,78.5,2.01,112.0
-0.4,61,1.6,151.0,2.2,-24.4,0.39,241.6,1.22,77.54,1.96,133.43
0.2,58,4.3,709.0,2.4,11.6,0.54,3048.7,1.12,76.33,2.27,234.57
0.1,52,2.2,142.0,2.8,5.2,0.5,312.4,1.0,74.88,2.29,254.71
0.8,46,1.5,189.0,3.3,36.8,0.23,283.5,0.89,73.38,2.3,281.43
1.0,46,3.2,158.0,3.4,46.0,0.5,505.6,0.79,71.83,2.43,285.57
0.9,44,3.4,146.0,3.4,39.6,0.52,496.4,0.63,70.5,2.73,298.57
0.7,45,2.2,51.0,3.3,31.5,0.52,112.2,0.47,69.38,2.63,220.86
0.4,46,2.3,33.0,3.3,18.4,0.5,75.9,0.32,68.25,2.73,204.0
0.2,48,2.8,2.0,3.1,9.6,0.42,5.6,0.19,67.04,2.51,103.0
-0.6,51,5.6,1.0,2.7,-30.6,0.64,5.6,0.04,66.04,3.0,82.86
-0.9,54,2.2,1.0,2.6,-48.6,0.56,2.2,-0.08,64.62,3.1,56.0
-1.3,55,2.8,2.0,2.5,-71.5,0.37,5.6,-0.22,63.38,3.04,33.71
-1.6,50,2.8,2.0,2.7,-80.0,0.56,5.6,-0.36,61.92,2.96,13.14
-1.9,49,2.6,2.0,2.7,-93.1,0.41,5.2,-0.5,60.42,3.01,6.14
-2.4,52,1.4,2.0,2.5,-124.8,0.33,2.8,-0.63,59.04,2.89,1.71
-2.4,51,1.9,2.0,2.6,-122.4,0.38,3.8,-0.73,57.67,2.76,1.71
-2.6,54,2.1,2.0,2.4,-140.4,0.34,4.2,-0.83,56.67,2.26,1.86
-3.0,56,1.3,2.0,2.2,-168.0,0.34,2.6,-0.94,55.92,2.13,2.0
-3.0,60,2.0,2.0,2.0,-180.0,0.48,4.0,-1.01,55.29,2.01,2.0
-2.8,60,2.7,2.0,2.0,-168.0,0.52,5.4,-1.05,54.67,2.0,2.0
-3.2,58,2.4,3.0,2.0,-185.6,0.44,7.2,-1.1,54.04,1.97,2.14
-3.2,57,1.1,131.0,2.2,-182.4,0.25,144.1,-1.14,53.42,1.93,20.57
-2.9,57,3.0,313.0,2.1,-165.3,0.58,939.0,-1.2,53.04,2.09,65.0
-2.5,54,2.3,497.0,2.3,-135.0,0.35,1143.1,-1.27,52.67,2.11,135.71
-1.7,54,3.3,592.0,2.5,-91.8,0.41,1953.6,-1.32,52.38,2.4,220.0
-0.9,54,4.7,668.0,2.6,-48.6,0.55,3139.6,-1.37,52.21,2.79,315.14
0.3,49,2.5,266.0,3.0,14.7,0.49,665.0,-1.36,52.08,2.76,352.86
